region_name,region_risk_level,recorded_at,year,month,day_of_year,is_rainy_season,rainfall_mm,temperature_c,humidity_pct,wind_speed_ms,soil_moisture_pct,risk_level
Nyagatare (Control Zone),low,2018-07-15,2018,7,196,0,0.01,20.4,63.32,2.73,61.0,low
Nyagatare (Control Zone),low,2018-07-16,2018,7,197,0,0.0,19.31,64.79,3.02,61.0,low
Nyagatare (Control Zone),low,2018-07-17,2018,7,198,0,0.0,19.28,64.16,2.48,61.0,low
Nyagatare (Control Zone),low,2018-07-18,2018,7,199,0,0.0,19.24,63.76,2.54,61.0,low
Nyagatare (Control Zone),low,2018-07-19,2018,7,200,0,0.02,19.81,63.94,2.58,61.0,low
Nyagatare (Control Zone),low,2018-07-20,2018,7,201,0,0.0,19.72,64.44,2.58,61.0,low
Nyagatare (Control Zone),low,2018-07-21,2018,7,202,0,0.0,19.68,64.55,2.67,60.0,low
Nyagatare (Control Zone),low,2018-07-22,2018,7,203,0,0.0,20.11,64.35,3.09,60.0,low
Nyagatare (Control Zone),low,2018-07-23,2018,7,204,0,0.0,19.91,63.9,3.21,60.0,low
Nyagatare (Control Zone),low,2018-07-24,2018,7,205,0,0.0,19.67,63.06,3.05,60.0,low
Nyagatare (Control Zone),low,2018-07-25,2018,7,206,0,0.03,19.76,64.77,2.37,60.0,low
Nyagatare (Control Zone),low,2018-07-26,2018,7,207,0,0.51,20.38,64.82,2.71,60.0,low
Nyagatare (Control Zone),low,2018-07-27,2018,7,208,0,2.78,19.98,71.51,2.47,60.0,low
Nyagatare (Control Zone),low,2018-07-28,2018,7,209,0,0.96,19.93,69.99,2.15,61.0,low
Nyagatare (Control Zone),low,2018-07-29,2018,7,210,0,1.18,20.9,69.69,1.8,61.0,low
Nyagatare (Control Zone),low,2018-07-30,2018,7,211,0,1.49,20.16,72.99,1.85,61.0,low
Nyagatare (Control Zone),low,2018-07-31,2018,7,212,0,5.41,21.01,71.04,1.45,61.0,low
Nyagatare (Control Zone),low,2018-08-01,2018,8,213,0,2.09,20.82,75.14,1.69,62.0,low
Nyagatare (Control Zone),low,2018-08-02,2018,8,214,0,5.77,21.23,72.63,1.19,63.0,low
Nyagatare (Control Zone),low,2018-08-03,2018,8,215,0,6.42,21.27,70.9,1.74,63.0,low
Nyagatare (Control Zone),low,2018-08-04,2018,8,216,0,1.49,21.11,70.67,2.09,64.0,low
Nyagatare (Control Zone),low,2018-08-05,2018,8,217,0,0.07,20.71,65.57,2.61,63.0,low
Nyagatare (Control Zone),low,2018-08-06,2018,8,218,0,2.57,19.88,68.5,2.13,63.0,low
Nyagatare (Control Zone),low,2018-08-07,2018,8,219,0,2.39,21.26,67.08,1.92,63.0,low
Nyagatare (Control Zone),low,2018-08-08,2018,8,220,0,0.0,21.61,62.8,1.98,63.0,low
Nyagatare (Control Zone),low,2018-08-09,2018,8,221,0,0.0,21.21,61.02,2.05,62.0,low
Nyagatare (Control Zone),low,2018-08-10,2018,8,222,0,0.0,20.96,60.54,2.08,62.0,low
Nyagatare (Control Zone),low,2018-08-11,2018,8,223,0,0.06,21.39,60.75,2.67,62.0,low
Nyagatare (Control Zone),low,2018-08-12,2018,8,224,0,0.0,20.82,60.74,2.6,61.0,low
Nyagatare (Control Zone),low,2018-08-13,2018,8,225,0,0.0,20.26,63.57,2.54,61.0,low
Nyagatare (Control Zone),low,2018-08-14,2018,8,226,0,0.0,20.27,63.7,2.63,61.0,low
Nyagatare (Control Zone),low,2018-08-15,2018,8,227,0,0.0,20.36,57.81,2.6,60.0,low
Nyagatare (Control Zone),low,2018-08-16,2018,8,228,0,0.0,20.41,58.06,2.38,60.0,low
Nyagatare (Control Zone),low,2018-08-17,2018,8,229,0,0.0,21.34,59.77,2.05,60.0,low
Nyagatare (Control Zone),low,2018-08-18,2018,8,230,0,0.0,21.94,61.46,1.5,60.0,low
Nyagatare (Control Zone),low,2018-08-19,2018,8,231,0,0.22,22.05,61.97,1.87,60.0,low
Nyagatare (Control Zone),low,2018-08-20,2018,8,232,0,0.15,22.45,63.21,2.06,59.0,low
Nyagatare (Control Zone),low,2018-08-21,2018,8,233,0,0.51,21.96,66.59,1.91,59.0,low
Nyagatare (Control Zone),low,2018-08-22,2018,8,234,0,2.37,22.33,67.59,1.49,59.0,low
Nyagatare (Control Zone),low,2018-08-23,2018,8,235,0,14.11,20.55,79.2,1.57,61.0,low
Nyagatare (Control Zone),low,2018-08-24,2018,8,236,0,1.18,19.93,81.34,1.58,63.0,low
Nyagatare (Control Zone),low,2018-08-25,2018,8,237,0,0.35,20.25,74.48,1.72,62.0,low
Nyagatare (Control Zone),low,2018-08-26,2018,8,238,0,0.76,21.76,67.39,1.04,62.0,low
Nyagatare (Control Zone),low,2018-08-27,2018,8,239,0,0.85,19.95,79.78,1.73,62.0,low
Nyagatare (Control Zone),low,2018-08-28,2018,8,240,0,0.53,20.87,71.7,1.72,62.0,low
Nyagatare (Control Zone),low,2018-08-29,2018,8,241,0,5.02,20.51,73.51,1.57,62.0,low
Nyagatare (Control Zone),low,2018-08-30,2018,8,242,0,0.74,20.78,71.77,1.85,62.0,low
Nyagatare (Control Zone),low,2018-08-31,2018,8,243,0,0.7,21.83,66.52,2.08,62.0,low
Nyagatare (Control Zone),low,2018-09-01,2018,9,244,1,0.79,21.67,67.68,1.98,62.0,low
Nyagatare (Control Zone),low,2018-09-02,2018,9,245,1,1.6,22.31,66.91,1.99,62.0,low
Nyagatare (Control Zone),low,2018-09-03,2018,9,246,1,1.49,22.51,65.54,1.93,62.0,low
Nyagatare (Control Zone),low,2018-09-04,2018,9,247,1,4.55,20.37,74.22,1.76,62.0,low
Nyagatare (Control Zone),low,2018-09-05,2018,9,248,1,4.98,20.79,72.01,2.02,63.0,low
Nyagatare (Control Zone),low,2018-09-06,2018,9,249,1,2.36,21.29,67.68,2.01,63.0,low
Nyagatare (Control Zone),low,2018-09-07,2018,9,250,1,3.83,21.53,66.67,1.97,63.0,low
Nyagatare (Control Zone),low,2018-09-08,2018,9,251,1,0.65,22.23,63.58,1.46,63.0,low
Nyagatare (Control Zone),low,2018-09-09,2018,9,252,1,3.66,21.17,70.12,1.24,63.0,low
Nyagatare (Control Zone),low,2018-09-10,2018,9,253,1,0.57,22.3,67.33,1.48,63.0,low
Nyagatare (Control Zone),low,2018-09-11,2018,9,254,1,1.31,21.73,69.03,1.51,62.0,low
Nyagatare (Control Zone),low,2018-09-12,2018,9,255,1,3.61,20.73,75.82,1.53,63.0,low
Nyagatare (Control Zone),low,2018-09-13,2018,9,256,1,5.71,21.33,70.76,1.56,63.0,low
Nyagatare (Control Zone),low,2018-09-14,2018,9,257,1,1.62,22.26,63.95,1.66,63.0,low
Nyagatare (Control Zone),low,2018-09-15,2018,9,258,1,0.57,22.43,63.09,1.8,63.0,low
Nyagatare (Control Zone),low,2018-09-16,2018,9,259,1,2.82,22.75,61.45,1.54,63.0,low
Nyagatare (Control Zone),low,2018-09-17,2018,9,260,1,4.95,21.83,66.97,1.58,63.0,low
Nyagatare (Control Zone),low,2018-09-18,2018,9,261,1,0.91,22.09,64.32,1.69,63.0,low
Nyagatare (Control Zone),low,2018-09-19,2018,9,262,1,5.23,22.23,66.13,1.57,63.0,low
Nyagatare (Control Zone),low,2018-09-20,2018,9,263,1,15.37,21.07,74.19,1.97,64.0,moderate
Nyagatare (Control Zone),low,2018-09-21,2018,9,264,1,0.93,21.87,67.66,2.14,65.0,low
Nyagatare (Control Zone),low,2018-09-22,2018,9,265,1,0.75,21.93,68.13,2.31,65.0,low
Nyagatare (Control Zone),low,2018-09-23,2018,9,266,1,1.82,21.62,67.68,2.4,64.0,low
Nyagatare (Control Zone),low,2018-09-24,2018,9,267,1,2.99,21.61,70.31,1.69,64.0,low
Nyagatare (Control Zone),low,2018-09-25,2018,9,268,1,6.53,21.4,72.38,2.05,64.0,low
Nyagatare (Control Zone),low,2018-09-26,2018,9,269,1,1.01,21.89,70.26,1.77,64.0,low
Nyagatare (Control Zone),low,2018-09-27,2018,9,270,1,1.6,21.79,70.17,1.83,64.0,low
Nyagatare (Control Zone),low,2018-09-28,2018,9,271,1,4.59,21.67,72.85,1.78,64.0,low
Nyagatare (Control Zone),low,2018-09-29,2018,9,272,1,1.27,19.94,79.23,2.24,64.0,low
Nyagatare (Control Zone),low,2018-09-30,2018,9,273,1,0.05,21.97,65.41,2.68,64.0,low
Nyagatare (Control Zone),low,2018-10-01,2018,10,274,1,0.0,19.93,65.3,2.37,63.0,low
Nyagatare (Control Zone),low,2018-10-02,2018,10,275,1,0.69,21.41,66.43,1.63,63.0,low
Nyagatare (Control Zone),low,2018-10-03,2018,10,276,1,3.87,21.65,69.19,1.56,62.0,low
Nyagatare (Control Zone),low,2018-10-04,2018,10,277,1,3.67,20.38,76.23,1.61,63.0,low
Nyagatare (Control Zone),low,2018-10-05,2018,10,278,1,7.31,21.72,68.37,1.4,64.0,low
Nyagatare (Control Zone),low,2018-10-06,2018,10,279,1,3.72,22.69,68.21,2.04,64.0,low
Nyagatare (Control Zone),low,2018-10-07,2018,10,280,1,0.69,22.86,66.43,1.77,64.0,low
Nyagatare (Control Zone),low,2018-10-08,2018,10,281,1,2.34,22.4,70.66,1.58,63.0,low
Nyagatare (Control Zone),low,2018-10-09,2018,10,282,1,3.21,21.22,74.74,1.63,63.0,low
Nyagatare (Control Zone),low,2018-10-10,2018,10,283,1,7.81,20.5,79.27,1.54,63.0,low
Nyagatare (Control Zone),low,2018-10-11,2018,10,284,1,14.97,20.96,76.46,1.27,65.0,low
Nyagatare (Control Zone),low,2018-10-12,2018,10,285,1,1.17,21.15,76.39,1.51,66.0,low
Nyagatare (Control Zone),low,2018-10-13,2018,10,286,1,0.92,20.92,75.11,1.72,65.0,low
Nyagatare (Control Zone),low,2018-10-14,2018,10,287,1,2.45,20.09,78.36,1.43,65.0,low
Nyagatare (Control Zone),low,2018-10-15,2018,10,288,1,0.56,21.49,72.87,1.47,65.0,low
Nyagatare (Control Zone),low,2018-10-16,2018,10,289,1,3.04,21.39,74.14,1.56,64.0,low
Nyagatare (Control Zone),low,2018-10-17,2018,10,290,1,2.52,21.05,75.38,1.37,64.0,low
Nyagatare (Control Zone),low,2018-10-18,2018,10,291,1,2.51,20.58,77.41,1.37,64.0,low
Nyagatare (Control Zone),low,2018-10-19,2018,10,292,1,2.34,19.57,83.36,1.37,64.0,moderate
Nyagatare (Control Zone),low,2018-10-20,2018,10,293,1,1.63,21.01,76.14,1.65,64.0,low
Nyagatare (Control Zone),low,2018-10-21,2018,10,294,1,0.47,22.13,68.2,2.07,64.0,low
Nyagatare (Control Zone),low,2018-10-22,2018,10,295,1,0.3,22.36,62.73,2.86,63.0,low
Nyagatare (Control Zone),low,2018-10-23,2018,10,296,1,0.67,21.83,67.43,3.15,62.0,low
Nyagatare (Control Zone),low,2018-10-24,2018,10,297,1,1.0,21.91,64.27,2.96,62.0,low
Nyagatare (Control Zone),low,2018-10-25,2018,10,298,1,0.72,21.28,69.42,2.87,62.0,low
Nyagatare (Control Zone),low,2018-10-26,2018,10,299,1,0.24,21.87,68.33,2.68,61.0,low
Nyagatare (Control Zone),low,2018-10-27,2018,10,300,1,2.14,20.53,75.68,1.94,61.0,low
Nyagatare (Control Zone),low,2018-10-28,2018,10,301,1,1.73,21.85,71.18,1.67,61.0,low
Nyagatare (Control Zone),low,2018-10-29,2018,10,302,1,1.52,21.78,72.56,1.5,61.0,low
Nyagatare (Control Zone),low,2018-10-30,2018,10,303,1,4.83,21.35,74.93,1.08,61.0,low
Nyagatare (Control Zone),low,2018-10-31,2018,10,304,1,12.12,21.16,78.35,0.69,62.0,low
Nyagatare (Control Zone),low,2018-11-01,2018,11,305,1,6.72,21.16,80.23,1.29,65.0,moderate
Nyagatare (Control Zone),low,2018-11-02,2018,11,306,1,2.04,20.54,81.92,0.75,65.0,moderate
Nyagatare (Control Zone),low,2018-11-03,2018,11,307,1,5.13,20.36,78.83,1.44,65.0,low
Nyagatare (Control Zone),low,2018-11-04,2018,11,308,1,7.67,19.5,84.17,1.54,66.0,moderate
Nyagatare (Control Zone),low,2018-11-05,2018,11,309,1,0.99,20.37,77.73,1.58,66.0,low
Nyagatare (Control Zone),low,2018-11-06,2018,11,310,1,0.16,21.3,71.6,1.52,65.0,low
Nyagatare (Control Zone),low,2018-11-07,2018,11,311,1,3.36,21.48,73.7,1.67,64.0,low
Nyagatare (Control Zone),low,2018-11-08,2018,11,312,1,2.25,21.53,73.68,1.54,64.0,low
Nyagatare (Control Zone),low,2018-11-09,2018,11,313,1,2.47,21.34,71.96,1.53,64.0,low
Nyagatare (Control Zone),low,2018-11-10,2018,11,314,1,4.3,21.07,76.32,1.69,64.0,low
Nyagatare (Control Zone),low,2018-11-11,2018,11,315,1,8.32,19.58,83.43,1.24,65.0,moderate
Nyagatare (Control Zone),low,2018-11-12,2018,11,316,1,0.19,20.86,75.64,1.56,65.0,low
Nyagatare (Control Zone),low,2018-11-13,2018,11,317,1,1.56,19.73,85.79,1.06,65.0,moderate
Nyagatare (Control Zone),low,2018-11-14,2018,11,318,1,0.51,20.62,79.68,1.23,64.0,low
Nyagatare (Control Zone),low,2018-11-15,2018,11,319,1,0.46,19.87,85.37,1.02,64.0,moderate
Nyagatare (Control Zone),low,2018-11-16,2018,11,320,1,0.19,20.31,77.54,1.57,64.0,low
Nyagatare (Control Zone),low,2018-11-17,2018,11,321,1,1.07,22.07,69.36,1.4,63.0,low
Nyagatare (Control Zone),low,2018-11-18,2018,11,322,1,5.21,21.2,76.08,1.18,63.0,low
Nyagatare (Control Zone),low,2018-11-19,2018,11,323,1,0.89,21.8,76.05,1.48,64.0,low
Nyagatare (Control Zone),low,2018-11-20,2018,11,324,1,1.17,20.26,79.27,1.25,63.0,low
Nyagatare (Control Zone),low,2018-11-21,2018,11,325,1,1.31,21.61,71.84,1.39,63.0,low
Nyagatare (Control Zone),low,2018-11-22,2018,11,326,1,3.78,21.15,74.52,1.49,63.0,low
Nyagatare (Control Zone),low,2018-11-23,2018,11,327,1,0.1,21.53,72.96,1.75,63.0,low
Nyagatare (Control Zone),low,2018-11-24,2018,11,328,1,2.55,21.32,72.85,1.51,62.0,low
Nyagatare (Control Zone),low,2018-11-25,2018,11,329,1,2.24,21.01,77.07,1.61,62.0,low
Nyagatare (Control Zone),low,2018-11-26,2018,11,330,1,1.68,21.3,74.32,1.63,62.0,low
Nyagatare (Control Zone),low,2018-11-27,2018,11,331,1,0.99,21.55,72.58,1.67,62.0,low
Nyagatare (Control Zone),low,2018-11-28,2018,11,332,1,2.21,21.13,74.16,1.3,62.0,low
Nyagatare (Control Zone),low,2018-11-29,2018,11,333,1,0.73,21.68,70.91,1.13,62.0,low
Nyagatare (Control Zone),low,2018-11-30,2018,11,334,1,6.01,20.9,72.25,1.75,62.0,low
Nyagatare (Control Zone),low,2018-12-01,2018,12,335,1,1.22,21.29,73.89,1.41,63.0,low
Nyagatare (Control Zone),low,2018-12-02,2018,12,336,1,1.85,21.12,72.67,1.25,63.0,low
Nyagatare (Control Zone),low,2018-12-03,2018,12,337,1,2.54,21.4,73.79,1.35,62.0,low
Nyagatare (Control Zone),low,2018-12-04,2018,12,338,1,1.65,20.43,81.16,1.26,62.0,moderate
Nyagatare (Control Zone),low,2018-12-05,2018,12,339,1,2.6,19.81,82.79,1.11,62.0,moderate
Nyagatare (Control Zone),low,2018-12-06,2018,12,340,1,0.92,20.86,74.59,1.28,62.0,low
Nyagatare (Control Zone),low,2018-12-07,2018,12,341,1,0.57,21.94,69.5,1.25,62.0,low
Nyagatare (Control Zone),low,2018-12-08,2018,12,342,1,11.95,19.31,84.32,1.17,63.0,moderate
Nyagatare (Control Zone),low,2018-12-09,2018,12,343,1,8.36,18.79,86.16,1.49,65.0,moderate
Nyagatare (Control Zone),low,2018-12-10,2018,12,344,1,5.41,18.05,90.04,1.04,65.0,moderate
Nyagatare (Control Zone),low,2018-12-11,2018,12,345,1,7.99,18.5,86.41,0.75,67.0,moderate
Nyagatare (Control Zone),low,2018-12-12,2018,12,346,1,5.08,20.04,79.35,1.02,67.0,low
Nyagatare (Control Zone),low,2018-12-13,2018,12,347,1,4.49,19.44,84.56,1.09,67.0,moderate
Nyagatare (Control Zone),low,2018-12-14,2018,12,348,1,1.13,19.79,78.89,1.02,66.0,low
Nyagatare (Control Zone),low,2018-12-15,2018,12,349,1,1.46,20.88,76.53,1.31,66.0,low
Nyagatare (Control Zone),low,2018-12-16,2018,12,350,1,2.94,21.11,79.7,1.15,65.0,low
Nyagatare (Control Zone),low,2018-12-17,2018,12,351,1,3.76,20.99,79.35,1.73,65.0,low
Nyagatare (Control Zone),low,2018-12-18,2018,12,352,1,0.73,21.48,74.58,1.7,65.0,low
Nyagatare (Control Zone),low,2018-12-19,2018,12,353,1,3.21,21.32,76.44,1.57,64.0,low
Nyagatare (Control Zone),low,2018-12-20,2018,12,354,1,1.62,20.47,78.61,1.51,64.0,low
Nyagatare (Control Zone),low,2018-12-21,2018,12,355,1,3.22,20.78,77.51,1.43,64.0,low
Nyagatare (Control Zone),low,2018-12-22,2018,12,356,1,0.49,20.95,75.17,1.67,64.0,low
Nyagatare (Control Zone),low,2018-12-23,2018,12,357,1,1.98,21.03,77.37,1.72,63.0,low
Nyagatare (Control Zone),low,2018-12-24,2018,12,358,1,2.1,20.86,76.21,1.82,63.0,low
Nyagatare (Control Zone),low,2018-12-25,2018,12,359,1,1.24,20.93,73.03,1.51,63.0,low
Nyagatare (Control Zone),low,2018-12-26,2018,12,360,1,0.34,21.73,69.4,1.57,63.0,low
Nyagatare (Control Zone),low,2018-12-27,2018,12,361,1,2.29,21.48,70.05,1.39,62.0,low
Nyagatare (Control Zone),low,2018-12-28,2018,12,362,1,2.1,20.55,73.66,1.32,62.0,low
Nyagatare (Control Zone),low,2018-12-29,2018,12,363,1,0.44,21.03,68.81,1.44,62.0,low
Nyagatare (Control Zone),low,2018-12-30,2018,12,364,1,2.35,21.59,70.24,1.31,62.0,low
Nyagatare (Control Zone),low,2018-12-31,2018,12,365,1,5.93,19.43,80.66,1.13,63.0,moderate
Nyagatare (Control Zone),low,2019-01-01,2019,1,1,0,3.87,20.37,79.33,1.27,63.0,low
Nyagatare (Control Zone),low,2019-01-02,2019,1,2,0,0.13,22.26,70.8,1.66,63.0,low
Nyagatare (Control Zone),low,2019-01-03,2019,1,3,0,0.18,22.59,69.05,1.83,62.0,low
Nyagatare (Control Zone),low,2019-01-04,2019,1,4,0,5.12,21.08,77.3,1.0,62.0,low
Nyagatare (Control Zone),low,2019-01-05,2019,1,5,0,5.81,21.81,75.22,1.71,63.0,low
Nyagatare (Control Zone),low,2019-01-06,2019,1,6,0,0.38,21.47,70.9,1.89,63.0,low
Nyagatare (Control Zone),low,2019-01-07,2019,1,7,0,0.32,22.01,63.06,2.05,62.0,low
Nyagatare (Control Zone),low,2019-01-08,2019,1,8,0,0.8,21.78,65.17,2.19,62.0,low
Nyagatare (Control Zone),low,2019-01-09,2019,1,9,0,0.08,21.79,66.65,1.44,61.0,low
Nyagatare (Control Zone),low,2019-01-10,2019,1,10,0,0.52,21.95,64.91,1.37,61.0,low
Nyagatare (Control Zone),low,2019-01-11,2019,1,11,0,1.9,22.46,66.65,1.66,61.0,low
Nyagatare (Control Zone),low,2019-01-12,2019,1,12,0,1.29,22.37,66.07,1.73,61.0,low
Nyagatare (Control Zone),low,2019-01-13,2019,1,13,0,0.08,22.93,62.28,1.74,61.0,low
Nyagatare (Control Zone),low,2019-01-14,2019,1,14,0,0.15,23.47,63.99,1.31,60.0,low
Nyagatare (Control Zone),low,2019-01-15,2019,1,15,0,3.91,20.2,75.38,0.94,60.0,low
Nyagatare (Control Zone),low,2019-01-16,2019,1,16,0,2.43,18.38,82.8,1.25,61.0,low
Nyagatare (Control Zone),low,2019-01-17,2019,1,17,0,1.12,21.6,68.02,1.35,61.0,low
Nyagatare (Control Zone),low,2019-01-18,2019,1,18,0,6.68,21.01,73.44,1.39,61.0,low
Nyagatare (Control Zone),low,2019-01-19,2019,1,19,0,7.76,21.34,72.81,1.49,63.0,low
Nyagatare (Control Zone),low,2019-01-20,2019,1,20,0,5.1,21.65,74.43,1.34,63.0,low
Nyagatare (Control Zone),low,2019-01-21,2019,1,21,0,3.52,21.13,75.75,1.31,64.0,low
Nyagatare (Control Zone),low,2019-01-22,2019,1,22,0,0.45,22.2,70.61,1.11,63.0,low
Nyagatare (Control Zone),low,2019-01-23,2019,1,23,0,1.6,22.27,68.51,1.33,63.0,low
Nyagatare (Control Zone),low,2019-01-24,2019,1,24,0,3.02,21.36,73.9,1.63,63.0,low
Nyagatare (Control Zone),low,2019-01-25,2019,1,25,0,0.4,21.9,71.65,1.33,63.0,low
Nyagatare (Control Zone),low,2019-01-26,2019,1,26,0,1.6,21.69,72.27,1.56,62.0,low
Nyagatare (Control Zone),low,2019-01-27,2019,1,27,0,1.1,22.33,65.95,1.4,62.0,low
Nyagatare (Control Zone),low,2019-01-28,2019,1,28,0,0.93,23.35,62.79,1.58,62.0,low
Nyagatare (Control Zone),low,2019-01-29,2019,1,29,0,3.39,21.83,76.4,1.41,62.0,low
Nyagatare (Control Zone),low,2019-01-30,2019,1,30,0,4.25,21.35,71.94,1.44,62.0,low
Nyagatare (Control Zone),low,2019-01-31,2019,1,31,0,0.1,22.41,65.76,1.76,62.0,low
Nyagatare (Control Zone),low,2019-02-01,2019,2,32,0,0.2,23.25,66.86,1.94,61.0,low
Nyagatare (Control Zone),low,2019-02-02,2019,2,33,0,0.35,22.57,68.19,1.61,61.0,low
Nyagatare (Control Zone),low,2019-02-03,2019,2,34,0,0.0,24.03,60.92,1.52,61.0,low
Nyagatare (Control Zone),low,2019-02-04,2019,2,35,0,0.09,24.27,64.87,1.36,60.0,low
Nyagatare (Control Zone),low,2019-02-05,2019,2,36,0,2.63,22.81,72.22,1.41,60.0,low
Nyagatare (Control Zone),low,2019-02-06,2019,2,37,0,4.37,22.12,72.46,1.2,60.0,low
Nyagatare (Control Zone),low,2019-02-07,2019,2,38,0,4.53,21.4,76.73,1.37,61.0,low
Nyagatare (Control Zone),low,2019-02-08,2019,2,39,0,11.84,21.33,80.52,1.24,62.0,low
Nyagatare (Control Zone),low,2019-02-09,2019,2,40,0,3.6,22.39,73.84,1.34,64.0,low
Nyagatare (Control Zone),low,2019-02-10,2019,2,41,0,0.99,23.59,67.94,1.14,63.0,low
Nyagatare (Control Zone),low,2019-02-11,2019,2,42,0,0.05,22.71,72.02,1.48,63.0,low
Nyagatare (Control Zone),low,2019-02-12,2019,2,43,0,0.29,22.46,71.78,1.75,62.0,low
Nyagatare (Control Zone),low,2019-02-13,2019,2,44,0,0.1,23.35,64.6,2.13,62.0,low
Nyagatare (Control Zone),low,2019-02-14,2019,2,45,0,1.0,22.85,65.69,1.8,61.0,low
Nyagatare (Control Zone),low,2019-02-15,2019,2,46,0,0.93,23.56,62.08,1.71,61.0,low
Nyagatare (Control Zone),low,2019-02-16,2019,2,47,0,0.29,23.33,65.23,1.53,60.0,low
Nyagatare (Control Zone),low,2019-02-17,2019,2,48,0,8.44,22.19,72.98,0.99,61.0,low
Nyagatare (Control Zone),low,2019-02-18,2019,2,49,0,0.24,23.22,64.81,1.3,61.0,low
Nyagatare (Control Zone),low,2019-02-19,2019,2,50,0,0.18,23.14,63.52,1.7,61.0,low
Nyagatare (Control Zone),low,2019-02-20,2019,2,51,0,0.28,21.54,71.32,0.97,61.0,low
Nyagatare (Control Zone),low,2019-02-21,2019,2,52,0,8.35,20.64,79.49,1.65,62.0,low
Nyagatare (Control Zone),low,2019-02-22,2019,2,53,0,41.84,19.81,86.58,1.34,68.0,moderate
Nyagatare (Control Zone),low,2019-02-23,2019,2,54,0,4.2,19.62,84.11,0.96,69.0,low
Nyagatare (Control Zone),low,2019-02-24,2019,2,55,0,4.73,19.83,81.95,0.94,68.0,low
Nyagatare (Control Zone),low,2019-02-25,2019,2,56,0,0.49,20.25,77.55,1.3,68.0,low
Nyagatare (Control Zone),low,2019-02-26,2019,2,57,0,0.06,21.86,73.11,1.53,66.0,low
Nyagatare (Control Zone),low,2019-02-27,2019,2,58,0,2.15,21.49,74.62,1.38,66.0,low
Nyagatare (Control Zone),low,2019-02-28,2019,2,59,0,0.1,22.32,66.55,1.21,65.0,low
Nyagatare (Control Zone),low,2019-03-01,2019,3,60,1,0.28,22.76,66.55,1.5,64.0,low
Nyagatare (Control Zone),low,2019-03-02,2019,3,61,1,15.36,20.21,80.99,1.64,65.0,moderate
Nyagatare (Control Zone),low,2019-03-03,2019,3,62,1,1.27,21.56,72.7,1.24,66.0,low
Nyagatare (Control Zone),low,2019-03-04,2019,3,63,1,0.66,21.55,71.88,1.12,65.0,low
Nyagatare (Control Zone),low,2019-03-05,2019,3,64,1,1.0,20.73,75.14,0.83,65.0,low
Nyagatare (Control Zone),low,2019-03-06,2019,3,65,1,2.3,20.27,76.88,1.0,65.0,low
Nyagatare (Control Zone),low,2019-03-07,2019,3,66,1,0.72,20.73,75.36,1.26,65.0,low
Nyagatare (Control Zone),low,2019-03-08,2019,3,67,1,1.2,22.19,67.51,1.95,64.0,low
Nyagatare (Control Zone),low,2019-03-09,2019,3,68,1,0.46,21.97,69.42,1.47,64.0,low
Nyagatare (Control Zone),low,2019-03-10,2019,3,69,1,1.84,22.15,69.32,1.14,63.0,low
Nyagatare (Control Zone),low,2019-03-11,2019,3,70,1,1.03,22.74,67.87,1.18,63.0,low
Nyagatare (Control Zone),low,2019-03-12,2019,3,71,1,2.28,22.54,68.2,1.48,63.0,low
Nyagatare (Control Zone),low,2019-03-13,2019,3,72,1,1.23,22.76,67.8,1.62,62.0,low
Nyagatare (Control Zone),low,2019-03-14,2019,3,73,1,3.9,22.55,71.26,1.58,62.0,low
Nyagatare (Control Zone),low,2019-03-15,2019,3,74,1,2.1,22.88,70.27,1.76,62.0,low
Nyagatare (Control Zone),low,2019-03-16,2019,3,75,1,13.23,21.75,74.85,1.39,63.0,low
Nyagatare (Control Zone),low,2019-03-17,2019,3,76,1,1.87,22.31,69.65,1.3,64.0,low
Nyagatare (Control Zone),low,2019-03-18,2019,3,77,1,0.19,22.74,70.26,1.57,64.0,low
Nyagatare (Control Zone),low,2019-03-19,2019,3,78,1,0.52,22.24,71.35,1.52,63.0,low
Nyagatare (Control Zone),low,2019-03-20,2019,3,79,1,0.81,23.38,64.59,1.42,62.0,low
Nyagatare (Control Zone),low,2019-03-21,2019,3,80,1,0.53,23.39,64.88,1.4,62.0,low
Nyagatare (Control Zone),low,2019-03-22,2019,3,81,1,1.76,22.45,73.12,1.71,62.0,low
Nyagatare (Control Zone),low,2019-03-23,2019,3,82,1,0.7,22.83,71.46,1.56,62.0,low
Nyagatare (Control Zone),low,2019-03-24,2019,3,83,1,0.98,22.39,70.89,1.55,61.0,low
Nyagatare (Control Zone),low,2019-03-25,2019,3,84,1,0.41,22.78,67.35,1.56,61.0,low
Nyagatare (Control Zone),low,2019-03-26,2019,3,85,1,3.64,23.12,67.41,1.57,61.0,low
Nyagatare (Control Zone),low,2019-03-27,2019,3,86,1,4.0,23.95,65.58,1.48,61.0,low
Nyagatare (Control Zone),low,2019-03-28,2019,3,87,1,1.41,21.05,77.95,0.74,61.0,low
Nyagatare (Control Zone),low,2019-03-29,2019,3,88,1,0.96,21.17,73.88,1.0,62.0,low
Nyagatare (Control Zone),low,2019-03-30,2019,3,89,1,22.61,21.13,78.31,1.08,64.0,moderate
Nyagatare (Control Zone),low,2019-03-31,2019,3,90,1,0.91,21.25,77.19,1.84,65.0,low
Nyagatare (Control Zone),low,2019-04-01,2019,4,91,1,0.89,22.16,73.03,1.4,64.0,low
